Installs,Size Num
"1,000,000+",22000
"10,000,000+",68000
"500,000+",34000
"1,000,000+",46000
"1,000,000+",92000
"10,000,000+",45000
"10,000,000+",50000
"1,000,000+",9500
"5,000,000+",36000
"5,000,000+",78000
"1,000,000+",22000
"5,000,000+",48000
"1,000,000+",1500
"500,000+",40000
"100,000+",6500
"5,000,000+",51000
"1,000,000+",12000
"1,000,000+",50000
"1,000,000+",40000
"1,000,000+",54000
"100,000+",45000
"10,000,000+",63000
"100,000+",4000
"1,000,000+",69000
"500,000+",39000
"100,000+",55000
"5,000,000+",46000
"100,000+",99000
"100,000+",91000
"100,000+",21000
"500,000+",46000
"100,000+",45000
"10,000+",24000
"100,000+",52000
"100,000+",50000
"50,000+",63000
"1,000,000+",5800
"1,000,000+",23000
"1,000,000+",23000
"10,000+",26000
"1,000+",8800
"1,000,000+",27000
"100,000+",2100
"50,000+",12000
"100,000+",5000
"10,000+",23000
"10,000+",8200
"1,000+",14000
"100,000+",8500
"100,000+",47000
"100,000+",12000
"1,000+",17000
"10,000+",3900
100+,10000
"100,000+",4100
"10,000+",15000
"1,000+",3300
"50,000+",6700
"10,000+",11000
"1,000+",4100
100+,3700
"1,000+",4300
"1,000,000+",31000
"500,000+",25000
"1,000+",2000
"10,000+",5800
"5,000+",3700
"5,000+",1700
"100,000+",12000
"1,000+",14000
"10,000+",78000
"10,000+",6400
100+,10000
"1,000,000+",44000
"1,000+",1500
"1,000,000+",85000
"10,000+",9800
"50,000+",5700
"10,000+",3700
"100,000+",46000
"10,000+",30000
"5,000+",47000
"1,000+",23000
"10,000,000+",91000
"1,000+",44000
"10,000+",4800
"100,000+",9500
"5,000+",19000
"100,000+",7300
"1,000,000+",1800
"50,000+",5700
"1,000+",7300
"5,000+",4000
"1,000+",3700
"10,000,000+",26000
"50,000+",5600
"50,000+",7300
"10,000+",49000
"1,000+",8700
"50,000,000+",49000
"10,000,000+",20000
"50,000+",7300
"10,000+",322
"10,000+",6300
"5,000+",3400
"1,000+",22000
"10,000+",25000
"1,000,000+",6300
"10,000,000+",82000
"5,000+",8700
50+,10000
"10,000,000+",24000
100+,43000
"100,000+",3700
"1,000+",13000
"5,000+",3900
100+,13000
"100,000+",3000
"100,000+",3000
"100,000+",46000
"50,000+",3000
500+,17000
"1,000,000+",63000
"1,000+",17000
"100,000+",2900
"50,000+",2900
10+,26000
"1,000+",2700
100+,24000
500+,4700
100+,2700
100+,1700
"5,000+",3000
"50,000+",3000
"5,000,000+",31000
"1,000+",36000
"1,000+",4300
"100,000+",63000
"5,000+",8600
"10,000,000+",57000
"10,000,000+",13000
"100,000+",5600
10+,1000
"100,000+",23000
"1,000+",1600
100+,24000
"1,000+",5900
"10,000+",44000
"100,000+",30000
"500,000+",76000
"10,000+",976
"1,000,000+",10000
"10,000+",44000
"10,000+",19000
"100,000+",3000
100+,15000
"5,000+",15000
"100,000+",43000
"50,000+",2600
100+,172
"1,000+",24000
"1,000+",31000
50+,25000
500+,2300
"5,000+",33000
10+,9000
"5,000+",7400
10-,19000
"10,000+",2300
"1,000,000+",42000
10+,3300
"50,000+",9100
"50,000+",2800
50+,13000
"10,000+",30000
100+,3000
100+,2200
"1,000+",14000
10-,238
"100,000+",37000
"10,000+",52000
"1,000+",4400
50+,28000
"500,000+",32000
500+,3400
"1,000+",23000
"1,000+",61000
100+,15000
"500,000+",64000
100+,12000
"5,000+",4400
"5,000+",3600
100+,2900
"5,000+",10000
100+,7200
500+,3800
10-,549
"1,000+",3900
10+,2900
10+,42000
"500,000+",1100
10-,9700
"1,000+",1700
100+,13000
"10,000+",55000
100+,6500
"10,000+",1900
10+,5100
"10,000+",36000
10+,11000
10-,14000
"10,000+",17000
"10,000+",4300
10+,4000
"1,000+",4000
"1,000+",3000
10+,1200
10-,29000
10-,3400
"10,000+",5100
"1,000,000+",2700
"10,000,000+",97000
"5,000,000+",19000
"10,000,000+",100000
"10,000,000+",73000
"10,000,000+",100000
"10,000,000+",18000
"5,000,000+",18000
"5,000,000+",44000
"100,000+",5200
"10,000+",8900
"1,000,000+",34000
"1,000,000+",30000
"100,000+",1600
"500,000+",4400
"5,000+",3700
"10,000+",11000
"10,000+",4700
"10,000+",33000
"10,000+",13000
"1,000+",14000
500+,3700
500+,7300
"10,000+",37000
"1,000+",13000
"10,000+",13000
500+,8400
"10,000+",45000
"50,000+",7900
"1,000+",4200
"10,000+",11000
"10,000+",6200
"1,000+",3700
100+,6000
"1,000+",8800
"10,000+",22000
"10,000+",30000
"1,000,000+",11000
"100,000+",4100
"1,000+",3400
"5,000+",13000
"10,000+",39000
"100,000+",5100
"5,000+",4700
"10,000+",5500
"10,000+",5300
"50,000+",2800
"1,000+",9000
"1,000,000+",51000
"1,000+",206
500+,954
"5,000+",26000
"1,000+",9400
"5,000+",2400
"500,000+",5800
10-,20000
100+,17000
"10,000+",35000
"10,000+",17000
10-,2900
"10,000+",42000
100+,5100
10-,16000
"1,000+",4700
"10,000+",35000
100+,12000
"100,000+",26000
"10,000+",17000
"10,000+",60000
"10,000+",25000
"50,000+",38000
"1,000+",2000
"100,000+",2500
"10,000+",9200
"50,000+",444
"50,000+",15000
"50,000+",12000
"10,000+",4400
100+,14000
"1,000+",6700
10+,3700
500+,4000
"5,000+",2200
10-,33000
"100,000+",5700
"10,000,000+",87000
"100,000+",30000
"100,000,000+",68000
10+,5900
"100,000+",19000
"10,000,000+",40000
"5,000+",49000
"500,000+",52000
"1,000+",63000
"100,000+",24000
"1,000+",6000
"1,000+",17000
100+,4200
"1,000+",32000
"5,000+",717
"50,000+",4300
50+,7200
100+,5000
500+,1200
100+,31000
500+,17000
"1,000,000+",46000
"1,000+",20000
"50,000+",8300
"5,000+",5000
"10,000+",22000
50+,3100
10+,2200
50+,2000
"10,000+",12000
500+,5500
"1,000+",14000
"1,000+",15000
"1,000+",81000
100+,62000
"1,000+",8900
100+,3000
"1,000+",13000
"1,000+",11000
100+,3400
50+,12000
500+,29000
500+,2600
100+,1700
"1,000+",5400
"5,000,000+",30000
"1,000,000+",31000
"10,000+",14000
"5,000+",37000
"1,000,000+",4000
"500,000+",6900
"10,000+",14000
"10,000+",210
"5,000+",13000
"500,000+",18000
"50,000+",13000
10+,38000
"1,000+",3800
"5,000+",3200
"10,000+",3200
"100,000+",609
"1,000+",1700
"10,000+",4000
"1,000+",6500
"1,000+",14000
"10,000+",2800
500+,33000
500+,3300
100+,3900
"1,000+",15000
"100,000+",9500
"50,000+",7300
"5,000+",2400
"50,000+",3000
"10,000+",3500
500+,2400
"10,000+",13000
"100,000+",5300
"5,000+",6900
100+,2300
"100,000+",15000
"100,000+",7200
"5,000+",13000
"500,000+",7300
"10,000+",3300
"1,000,000+",7300
"100,000+",7300
500+,2600
"5,000+",308
100+,4500
10+,21000
500+,5300
100+,2300
"100,000+",22000
"100,000+",40000
"500,000+",21000
"100,000+",21000
"100,000,000+",53000
100+,1200
"1,000+",53000
"50,000+",11000
"100,000+",27000
"10,000,000+",6800
"100,000+",7400
"1,000+",3500
"10,000+",1700
"5,000,000+",4000
"100,000+",8800
"1,000,000+",38000
"1,000+",1700
"100,000+",6100
"50,000,000+",27000
"5,000,000+",38000
"5,000+",2800
"5,000+",6500
"100,000+",3600
"10,000,000+",53000
"10,000+",3900
"100,000+",12000
"10,000,000+",89000
"10,000,000+",46000
"1,000,000+",54000
"5,000,000+",9200
"1,000,000+",24000
"10,000,000+",41000
100+,705
"10,000,000+",25000
"10,000,000+",62000
"1,000+",27000
"10,000+",37000
"10,000+",3700
"10,000+",4600
"50,000+",9900
"1,000,000+",9000
"50,000+",29000
"100,000+",2500
"5,000,000+",6300
"10,000,000+",58000
"10,000+",4100
"1,000+",9600
"100,000+",3800
"50,000+",13000
"1,000+",51000
"5,000,000+",2700
"100,000+",82000
"1,000,000+",5000
"500,000+",83000
"1,000+",2500
"1,000+",2500
"1,000+",6600
"1,000+",2500
"100,000+",3700
"5,000+",4600
"1,000,000+",80000
"1,000+",11000
"5,000+",2600
"10,000+",2500
50+,24000
10+,12000
50+,10000
"50,000+",306
100+,26000
"100,000+",2800
"1,000,000+",8100
"100,000+",3200
"1,000+",3300
"10,000+",1600
"1,000+",5600
500+,4500
"1,000+",11000
"10,000+",2800
500+,2800
"100,000+",2800
"1,000+",17000
100+,2900
"1,000+",19000
"10,000+",4100
10-,8400
"1,000+",5000
"5,000+",3900
"10,000+",2800
"10,000,000+",2600
"1,000+",6100
"1,000+",2600
500+,8900
"1,000+",9100
100+,2900
"5,000+",2000
100+,2800
"1,000+",2800
10+,9400
100+,7800
100+,8600
100+,10000
10+,5100
"1,000+",7800
"1,000+",5900
"100,000+",1700
100+,2300
500+,2500
500+,2800
"1,000+",4100
"1,000,000+",6200
"1,000,000+",20000
500+,4800
500+,24000
100+,2400
"1,000+",13000
10+,1800
"1,000+",9800
100+,29000
"1,000,000+",11000
"5,000,000+",6400
10+,87000
"100,000+",7800
"50,000+",86000
"1,000+",2100
10+,4000
"10,000,000+",1900
"100,000+",2400
100+,2900
"5,000,000+",21000
"1,000+",8700
"10,000+",1700
10+,5100
"500,000+",11000
50+,1300
"1,000,000+",9200
"1,000,000+",35000
"5,000,000+",9200
"100,000+",4900
"10,000+",15000
"10,000+",15000
10+,19000
"100,000+",2200
100+,2100
"100,000+",8000
"100,000+",3500
"50,000+",16000
"10,000,000+",63000
50+,10000
"100,000+",7500
"1,000,000+",21000
"500,000+",1800
"10,000,000+",11000
"1,000,000+",18000
"100,000+",3200
500+,33000
"100,000+",8400
"1,000,000+",31000
"10,000+",22000
"1,000+",3600
"1,000+",15000
"10,000+",18000
10+,10000
500+,2500
"1,000+",16000
"100,000+",15000
10+,4300
10+,4600
"1,000+",18000
10+,8700
100+,22000
500+,1100
"1,000+",4800
"100,000+",2600
100+,5200
10+,6000
10-,43000
10+,904
"1,000+",20000
"1,000+",28000
10+,20000
"5,000+",16000
"5,000+",8700
"1,000+",6000
"50,000+",1800
"50,000+",3700
100+,3200
"1,000,000+",16000
"50,000+",7400
"1,000+",3300
"10,000+",3500
500+,14000
"5,000+",8900
10-,32000
10+,14000
50+,3800
100+,4700
500+,9900
"100,000+",17000
"500,000+",9100
"100,000+",10000
"10,000+",27000
"1,000+",25000
"5,000+",33000
"10,000+",30000
"1,000+",28000
"10,000+",7300
100+,23000
"10,000+",201
100+,2700
"10,000+",7700
"1,000+",21000
"1,000+",3500
"10,000+",3300
"10,000,000+",31000
"5,000+",12000
"5,000+",8100
"1,000,000+",14000
"1,000,000+",11000
50+,18000
10+,2900
10+,473
"50,000,000+",76000
"10,000,000+",18000
"10,000,000+",54000
"10,000,000+",30000
"5,000,000+",2100
"10,000,000+",48000
"1,000,000+",92000
"10,000,000+",15000
"10,000,000+",30000
"5,000,000+",2600
"100,000+",17000
"500,000+",35000
"10,000+",11000
"10,000+",65000
"50,000+",25000
500+,4800
"10,000+",4800
100+,17000
500+,24000
"1,000+",26000
"5,000+",4800
"50,000+",175
100+,15000
"1,000+",4900
100+,8800
"10,000+",36000
"500,000+",8700
"10,000+",23000
"5,000,000+",5100
100+,23000
"50,000+",26000
"10,000,000+",53000
10+,3200
500+,23000
100+,1800
"1,000,000+",5400
500+,8000
100+,5400
"100,000+",59000
500+,21000
10+,5100
"10,000,000+",55000
10+,3400
"10,000,000+",33000
100+,4700
10+,1500
"1,000,000+",30000
10-,26000
100+,54000
"100,000+",10000
"10,000+",3600
"100,000+",5200
"100,000+",25000
"100,000+",350
"500,000+",51000
"100,000+",5100
"100,000+",4600
"5,000,000+",39000
"5,000,000+",13000
"1,000+",31000
"100,000+",19000
"5,000+",3100
"5,000+",17000
"10,000+",383
"5,000+",2400
50+,3200
100+,2100
50+,30000
50+,14000
100+,12000
"100,000+",3000
"1,000+",4800
"10,000+",2800
500+,4000
100+,11000
"100,000+",1800
"1,000+",3100
"1,000+",20000
10+,33000
"10,000+",17000
"1,000+",28000
"10,000+",454
"1,000+",3100
"1,000+",3200
"10,000+",6800
"5,000+",99000
"10,000+",17000
"50,000+",12000
"10,000+",25000
"10,000+",13000
10-,2100
"10,000+",5900
100+,3700
"5,000+",4500
100+,4100
100+,11000
"10,000+",3900
"1,000+",3000
"10,000+",1400
50+,11000
10-,12000
"500,000+",30000
"10,000+",25000
"10,000+",52000
"100,000+",6300
"10,000+",4700
"10,000+",25000
"100,000+",62000
"1,000,000+",6400
"1,000,000+",15000
"5,000+",70000
"10,000+",12000
"100,000+",7100
"100,000+",47000
10+,23000
"100,000+",10000
"50,000+",40000
"10,000+",53000
"100,000+",8200
"100,000+",8500
"1,000+",33000
"10,000+",34000
"1,000+",23000
100+,2500
"10,000+",1800
100+,1400
"50,000+",24000
"5,000+",2000
50+,421
100+,1200
10+,11000
"10,000+",7000
500+,2100
100+,16000
"1,000+",10000
100+,28000
100+,5500
10-,41000
"10,000+",2700
"1,000+",93000
"10,000+",40000
"1,000+",3400
100+,9000
50+,4300
10+,2900
10+,6900
500+,1000
"10,000+",1100
"100,000+",39000
"50,000+",31000
"1,000,000+",14000
"50,000+",29000
"100,000+",4200
100+,5300
100+,1700
"1,000+",6300
"10,000+",27000
500+,3100
"10,000+",2500
"10,000+",5000
"50,000+",6300
100+,7800
"100,000+",4800
"1,000+",9200
100+,34000
"1,000+",47000
10+,8100
"10,000+",2500
"100,000+",36000
10-,10000
500+,6200
100+,10000
"100,000+",4400
"1,000+",18000
500+,16000
500+,9900
10+,22000
500+,1900
10+,26000
100+,9300
"1,000+",28000
50+,10000
"10,000+",11000
100+,2300
"1,000+",4400
100+,8000
10+,10000
10+,3700
500+,21000
"1,000+",4600
"500,000+",45000
"5,000+",4200
"100,000+",7600
"500,000+",8600
100+,15000
"100,000+",70
"100,000+",17000
"10,000+",812
100+,13000
"10,000+",442
10+,2000
"5,000+",842
"10,000+",2400
"1,000+",417
100+,5600
"10,000+",412
"10,000+",459
"5,000+",34000
"1,000+",478
100+,10000
10+,6200
"5,000+",335
"50,000+",3800
"10,000+",782
"5,000+",721
"5,000+",430
"10,000+",429
"1,000+",192
"5,000+",200
"1,000+",13000
"1,000+",2500
50+,8900
"5,000+",417
"1,000+",460
"5,000+",5900
"10,000+",728
"1,000+",496
"10,000+",816
"1,000+",6300
"10,000+",414
"10,000+",334
"5,000+",506
"1,000+",2000
"1,000+",2300
50+,34000
10+,7500
"100,000+",60000
"1,000,000+",60000
"1,000+",7900
"10,000+",24000
"50,000,000+",95000
"50,000,000+",59000
"1,000+",23000
"100,000,000+",12000
100+,11000
"10,000+",14000
500+,2200
"100,000+",30000
10+,8500
"1,000+",19000
"5,000,000+",17000
"10,000,000+",32000
"10,000+",33000
"1,000,000+",4200
"1,000+",33000
"1,000,000+",96000
100+,4700
"1,000,000+",26000
"1,000+",23000
"1,000+",30000
"10,000,000+",6400
"5,000,000+",28000
"10,000,000+",49000
"10,000+",16000
"5,000,000+",51000
"5,000+",2600
"10,000,000+",25000
"50,000,000+",27000
"1,000,000+",23000
"10,000+",31000
"10,000+",25000
"10,000+",16000
"10,000+",704
"5,000,000+",7400
"1,000,000+",5000
"500,000+",2600
"1,000+",45000
"1,000+",23000
"1,000,000+",8400
"100,000+",8300
"10,000,000+",7900
"1,000+",26000
"10,000+",6000
"1,000+",4800
50+,4600
"10,000+",16000
"5,000+",5700
"10,000+",5900
"10,000+",335
"1,000+",2200
500+,887
"1,000+",613
100+,1500
50+,12000
100+,26000
"1,000+",13000
"5,000+",3300
"1,000+",2900
"1,000+",10000
"1,000+",3200
10+,2500
"1,000+",1800
"100,000+",2700
"50,000+",7000
"1,000+",12000
"1,000+",9600
"1,000+",18000
"10,000+",1900
50+,29000
100+,9400
10-,6700
"500,000+",1600
"10,000+",2000
"1,000,000+",2500
"5,000+",7200
"1,000,000+",6300
100+,4000
"5,000+",1200
100+,5600
"1,000,000+",3500
"1,000+",9200
"1,000+",1200
50+,18000
"1,000+",36000
"1,000+",1200
50+,8800
"5,000,000+",4100
100+,2500
100+,2700
50+,33000
"10,000+",28000
"5,000+",6700
"50,000+",21000
"5,000+",3500
"100,000+",6000
50+,22000
"1,000+",27000
"500,000+",3400
"1,000,000+",16000
100+,12000
"10,000+",10000
"1,000,000+",9000
"50,000+",36000
50+,12000
100+,3600
"5,000,000+",30000
100+,19000
50+,13000
100+,33000
10-,14000
10+,243
"1,000+",24000
"100,000+",6600
"1,000,000+",44000
"1,000,000+",89000
"100,000+",3500
"50,000+",32000
"10,000,000+",50000
"100,000+",15000
"5,000+",3100
"5,000+",30000
100+,34000
"10,000+",13000
"1,000+",2600
500+,2500
"100,000+",7500
100+,569
"10,000+",26000
"100,000+",5200
10-,5400
"5,000+",9100
"10,000+",26000
50+,28000
10+,3800
100+,92000
"1,000+",206
10-,19000
100+,93000
"50,000+",13000
50+,1800
"5,000+",10000
"10,000+",3500
"1,000+",7500
"10,000,000+",68000
"100,000+",778
"10,000+",2100
10+,9200
500+,3000
"100,000+",72000
"5,000,000+",35000
"1,000,000+",31000
"10,000+",4100
"10,000+",13000
"10,000,000+",60000
"100,000+",85000
"1,000,000+",1300
"1,000+",6900
"1,000,000+",5500
"500,000+",58000
50+,94000
50+,683
"1,000+",592
"5,000+",6400
100+,3300
10+,319
100+,24000
100+,36000
"10,000+",186
"1,000+",3500
100+,840
100+,41000
"5,000+",1500
"1,000+",36000
"50,000+",647
500+,5300
100+,19000
50+,2500
"100,000+",93000
50+,2800
"10,000+",5600
"50,000+",72000
"10,000+",21000
10+,191
"1,000+",22000
"100,000+",67000
50+,842
"100,000+",1100
10+,6900
"100,000+",15000
"10,000+",1100
"10,000+",6200
"1,000+",1400
"1,000,000+",52000
"1,000+",8700
"5,000,000+",373
"100,000+",3800
"1,000,000+",3800
"1,000+",3800
"500,000+",8200
"5,000+",437
"10,000+",5700
"10,000+",1600
"10,000+",16000
"5,000+",2600
"500,000+",6600
"50,000+",598
"10,000+",2700
"1,000,000+",716
"1,000+",14000
"100,000+",12000
500+,46000
500+,13000
"5,000,000+",1900
500+,1200
500+,4300
"1,000,000+",13000
"1,000+",8400
"1,000,000+",7300
"500,000+",585
"1,000+",3200
"10,000+",6500
"10,000+",2700
"100,000+",1400
500+,17000
"10,000+",3100
100+,2400
"10,000+",1600
"1,000,000+",982
"50,000+",26000
100+,19000
10+,2900
500+,4500
100+,222
"1,000+",42000
"1,000+",7900
"50,000+",219
100+,55
10+,948
10-,7300
"5,000+",323
"1,000,000+",89000
"1,000+",5200
"10,000+",15000
"10,000+",19000
"1,000+",7600
10+,5600
100+,18000
10+,24000
100+,10000
"1,000+",11000
10+,29000
"10,000+",4300
"1,000+",10000
"1,000,000+",88000
500+,5300
10+,5400
"1,000+",3100
50+,6000
100+,26000
"1,000+",6500
10+,19000
50+,33000
100+,40000
"1,000+",9200
100+,28000
"1,000+",21000
500+,20000
100+,4000
50+,26000
"1,000+",26000
10+,33000
100+,25000
10+,44000
"1,000+",19000
"10,000+",27000
"1,000+",1500
100+,13000
100+,4800
100+,1600
100+,4900
500+,3500
500+,8700
"1,000,000+",7700
500+,19000
"1,000+",3400
100+,2900
"100,000+",2400
100+,2700
100+,5000
500+,5900
100+,2800
50+,3400
100+,12000
100+,20000
100+,4200
10+,10000
10+,26000
100+,4000
10+,3600
10+,98000
"500,000+",5700
100+,3600
500+,96000
"100,000+",2200
10+,10000
50+,4800
50+,2000
"10,000,000+",62000
"100,000+",9800
"10,000+",34000
"5,000,000+",53000
"100,000+",7300
10-,2800
"1,000+",24000
10-,73000
"1,000,000+",53000
"1,000,000+",27000
50+,4400
"100,000+",17000
"1,000+",1300
"5,000+",19000
"1,000+",8800
"10,000+",1300
"50,000+",1800
"100,000+",4800
"10,000+",1800
"1,000+",691
"5,000+",12000
500+,20000
"100,000+",5100
"10,000+",7200
"100,000+",24000
"1,000+",7400
"5,000+",53000
"5,000+",1300
"1,000,000+",14000
100+,8800
100+,1700
"1,000,000+",14000
500+,13000
100+,17000
10+,24000
100+,17000
"1,000,000+",26000
50+,511
10+,1700
"10,000+",32000
"1,000+",12000
"10,000+",23000
"100,000+",5500
"1,000+",9400
"50,000+",18000
500+,1800
"1,000+",951
"5,000+",1900
"10,000+",2600
10+,13000
100+,16000
"1,000+",963
"1,000,000+",8500
"500,000+",23000
100+,8200
10+,3800
"50,000+",2400
10+,1700
50+,10000
"5,000+",2000
"10,000+",25
"1,000,000+",4600
"10,000+",31000
100+,8200
"5,000+",554
100+,21000
"10,000+",6900
100+,21000
100+,11000
100+,34000
50+,4100
100+,1900
"1,000+",3500
"1,000+",3000
"5,000+",4000
"5,000+",2200
100+,18000
"1,000+",3700
"1,000+",2400
10-,9300
"10,000+",44000
500+,31000
"1,000+",48000
"100,000+",38000
100+,49000
"5,000,000+",27000
"1,000,000+",351
500+,8800
"10,000,000+",23000
"5,000,000+",48000
"1,000,000+",9700
"1,000+",27
"10,000+",12000
"1,000,000+",74000
"10,000,000+",44000
"10,000,000+",36000
"5,000+",1400
"10,000+",25000
"500,000+",44000
"500,000+",36000
"1,000+",82
"1,000,000+",57000
"50,000+",9800
"5,000,000+",24000
"1,000,000+",47000
"500,000+",37000
"500,000+",6900
"10,000,000+",10000
"1,000,000+",15000
"100,000+",9400
"100,000+",49000
"1,000,000+",24000
"1,000,000+",7300
"10,000,000+",24000
"1,000,000+",14000
"50,000,000+",21000
"5,000,000+",8800
"1,000,000+",4000
"500,000+",18000
"100,000+",18000
"100,000+",13000
"500,000+",13000
"1,000,000+",24000
"100,000+",25000
"100,000+",43000
"500,000+",4600
"500,000+",47000
"5,000,000+",20000
"50,000+",26000
"500,000+",69000
"100,000+",13000
"5,000,000+",9200
"100,000+",19000
"1,000,000+",34000
"100,000+",13000
"1,000,000+",34000
"500,000+",24000
"100,000+",3800
"100,000+",8300
"1,000,000+",25000
"1,000,000+",53000
"1,000,000+",24000
"1,000,000+",5400
"10,000+",7700
100+,11000
"100,000+",5600
"1,000+",5400
100+,17000
100+,4400
"10,000+",8200
"1,000+",98000
"1,000+",29000
10+,2400
"50,000+",8500
50+,3200
10+,3800
"1,000+",33000
"100,000+",53000
500+,6200
"10,000+",22000
"1,000+",17000
"5,000+",25000
"1,000,000+",39000
500+,4600
"1,000+",13000
100+,36000
"1,000+",13000
"1,000+",8500
"5,000+",25000
"50,000+",31000
500+,3700
"1,000+",8500
"10,000+",24000
100+,34000
"500,000+",6900
100+,45000
"1,000+",12000
"1,000+",33000
"5,000+",35000
"1,000+",25000
50+,48000
500+,1000
"10,000+",7200
"10,000+",14000
"1,000+",8900
"5,000,000+",208
"5,000+",9400
"10,000+",8300
"1,000+",6900
10+,12000
"100,000+",5500
"1,000,000+",26000
100+,98000
500+,5200
"1,000+",7700
"10,000+",5300
"10,000+",375
10+,3700
"5,000+",2900
"1,000+",18000
"1,000,000+",6000
"100,000+",34000
100+,7000
"5,000+",38000
"10,000+",5400
100+,1200
100+,1200
"1,000,000+",7900
"10,000+",2300
"100,000+",2300
"100,000+",323
100+,1400
"1,000,000+",2500
"1,000+",12000
"1,000+",15000
"100,000+",3100
"10,000+",12000
"50,000+",1500
500+,9000
"100,000+",3700
10+,8700
100+,19000
500+,7400
"1,000,000+",3300
50+,913
"1,000+",4900
10+,7800
50+,5000
"100,000+",12000
"1,000+",11000
"1,000+",25000
100+,2600
500+,7200
10+,1800
100+,2600
100+,14000
"1,000+",2200
100+,1900
"1,000+",5600
10+,514
50+,20000
"10,000+",11000
100+,12000
10+,5600
10+,3800
100+,6400
50+,3700
"5,000+",3400
500+,8400
500+,2900
"50,000+",2900
10-,1800
500+,3100
"5,000,000+",80000
"10,000+",3300
"1,000,000+",15000
"500,000+",36000
500+,8300
"50,000+",3100
100+,9500
100+,4800
100+,6700
10-,1500
500+,9200
"10,000+",3400
10+,13000
500+,5800
"10,000+",20000
100+,20000
500+,63000
10+,13000
100+,27000
500+,3800
500+,16000
100+,2300
500+,12000
"5,000+",5600
"10,000+",37000
10-,22000
"100,000+",1700
100+,2600
"1,000+",7900
500+,20000
10-,5700
100+,16000
10-,1700
50+,4200
"1,000+",4600
"5,000+",2700
50+,7200
50+,46000
10-,14000
"10,000+",12000
"10,000+",3700
"1,000+",1600
"10,000+",12000
100+,29000
"10,000+",36000
"1,000+",4000
"10,000+",15000
100+,42000
"5,000+",7800
"10,000+",4600
"1,000+",4300
500+,2800
100+,27000
"1,000+",7300
"50,000+",23000
"50,000+",20000
"1,000+",5400
"1,000+",24000
"100,000+",20000
50+,1400
"1,000+",3600
500+,6300
100+,21000
"1,000+",14000
100+,25000
100+,16000
"5,000+",55000
"50,000,000+",22000
500+,3000
100+,2600
100+,24000
"10,000,000+",551
50+,4000
10-,5100
50+,22000
50+,21000
"1,000+",18000
"10,000,000+",62000
10+,30000
10-,23000
10-,10000
"5,000,000+",29000
"100,000+",1900
"1,000+",29
"10,000+",43000
100+,8300
"5,000,000+",19000
"100,000+",103
"1,000+",6200
100+,8300
"1,000+",5500
100+,11000
100+,17000
100+,2400
500+,4600
100+,3000
500+,21000
100+,2700
100+,15000
"1,000+",4700
100+,3000
10+,1400
100+,13000
10+,16000
100+,2000
"1,000+",11000
"10,000+",2900
"1,000+",40000
100+,14000
100+,9700
100+,7800
50+,3200
100+,8000
"10,000,000+",29000
100+,3100
100+,3500
100+,14000
50+,8700
100+,8800
100+,9700
10+,3100
100+,3200
100+,8500
500+,3500
100+,7800
100+,11000
500+,6300
"50,000+",19000
"10,000+",5000
"5,000,000+",16000
"10,000+",3500
"5,000+",2300
"1,000+",3300
"1,000+",4100
"10,000+",4100
"5,000+",4100
"100,000+",7000
100+,2300
"10,000+",4100
"1,000+",1100
100+,18000
"10,000+",4100
100+,1500
"1,000+",2300
500+,3500
500+,3700
"1,000+",4000
"5,000+",1800
"5,000+",4000
"50,000+",3800
100+,10000
100+,1300
500+,6600
100+,4100
100+,2500
"10,000+",4100
500+,2500
"1,000+",2500
"1,000+",4300
"10,000+",7700
"10,000+",6800
100+,3400
50+,1400
500+,3600
"1,000+",2300
10+,14000
50+,99000
"1,000+",4100
"100,000+",8700
"1,000+",2500
"5,000+",2900
"1,000+",4300
"5,000+",6100
"50,000+",14000
"5,000+",15000
10-,6300
"1,000+",66000
"1,000+",3400
50+,76000
500+,7700
"10,000+",6500
10+,14000
"10,000+",25000
10+,1400
"1,000+",50000
100+,2500
"500,000+",2200
"100,000+",4600
"500,000+",15000
"100,000+",13000
"1,000+",8100
"10,000+",16000
"50,000+",9600
"1,000+",10000
"10,000+",3100
"1,000+",78000
"500,000+",27000
100+,10000
"500,000+",5800
100+,3200
10-,898
500+,3700
"5,000+",57000
"5,000+",42000
"10,000+",36000
10+,1200
10+,46000
100+,30000
"100,000+",3200
10+,10000
"100,000+",1800
500+,31000
100+,6600
10+,5100
"1,000+",3200
50+,6000
100+,2500
100+,9900
50+,10000
10-,172
"1,000+",5200
"1,000+",5100
"1,000+",6400
10+,14000
"5,000+",15000
"10,000+",3300
"100,000+",6900
50+,5100
"5,000,000+",20000
10+,10000
500+,6600
10+,6100
"1,000+",3200
"50,000,000+",100000
"1,000+",1400
"5,000+",2100
"10,000+",7200
"5,000,000+",91000
100+,2800
"1,000+",743
100+,14000
"10,000+",14000
"10,000+",43000
"1,000,000+",6900
"1,000,000+",96000
"5,000+",14000
"1,000,000+",26000
100+,18000
"1,000+",34000
500+,2800
"500,000+",92000
100+,11000
100+,15000
"100,000+",4000
"100,000+",3800
"500,000+",1300
100+,13000
"100,000+",67000
"10,000,000+",99000
"50,000+",116
"1,000+",2200
10+,24000
100+,43000
10-,5900
500+,2400
"50,000+",67000
"50,000+",67000
"1,000,000+",13000
500+,8200
10+,5200
100+,9200
"1,000,000+",63000
10+,4200
10+,16000
"10,000,000+",10000
10+,18000
50+,12000
"100,000+",78000
"10,000+",38000
