,Rating_num,Installs
7780,4.5,"1,000,000+"
7781,4.1,"500,000+"
7782,4.3,"50,000+"
7783,4.6,"10,000+"
7784,4.3,"500,000+"
7785,4.3,"5,000+"
7786,4.0,"10,000+"
7788,3.5,"1,000+"
7789,2.3,"1,000+"
7791,3.9,"5,000+"
7792,4.1,100+
7793,4.5,"10,000+"
7794,4.6,"100,000+"
7795,4.4,"50,000+"
7796,3.1,"5,000+"
7797,4.3,"5,000,000+"
7798,3.3,100+
7799,5.0,100+
7801,4.2,500+
7802,3.8,"50,000+"
7803,3.3,"5,000+"
7805,5.0,50+
7806,1.0,100+
7807,4.5,"1,000,000+"
7808,4.6,"100,000,000+"
7809,4.3,"1,000,000+"
7810,4.4,"500,000+"
7811,4.1,"1,000,000+"
7812,4.5,"10,000,000+"
7813,4.2,"5,000,000+"
7814,3.7,"1,000+"
7815,4.1,"100,000+"
7816,3.9,"10,000+"
7817,4.5,"100,000+"
7818,3.6,"100,000+"
7819,3.2,"50,000+"
7820,3.5,"10,000+"
7821,3.7,"50,000+"
7822,4.6,100+
7823,4.8,"5,000+"
7824,4.1,"100,000+"
7825,4.4,"500,000+"
7826,4.3,"10,000+"
7828,4.0,"1,000+"
7829,3.1,"100,000+"
7830,4.2,"10,000+"
7831,4.1,"10,000+"
7833,3.5,"1,000,000+"
7834,4.3,"500,000+"
7835,3.8,"1,000+"
7836,4.3,"1,000,000+"
7837,4.8,100+
7838,2.3,"10,000+"
7839,4.3,"5,000+"
7840,4.4,"10,000+"
7841,3.6,"50,000+"
7842,5.0,"1,000+"
7844,4.3,"50,000+"
7845,4.2,"10,000+"
7846,4.3,"500,000+"
7847,4.7,"5,000+"
7848,3.9,"100,000+"
7849,4.4,"10,000+"
7850,4.4,"50,000+"
7851,4.3,"10,000+"
7852,2.6,"5,000+"
7853,4.3,"50,000+"
7855,3.8,"50,000+"
7856,4.2,"50,000+"
7857,4.2,"1,000+"
7858,4.1,"5,000+"
7859,4.0,"10,000+"
7860,4.4,"1,000+"
7861,4.7,"1,000+"
7863,2.6,"1,000+"
7864,4.3,"1,000+"
7865,5.0,500+
7866,3.7,"1,000+"
7867,4.3,"5,000+"
7868,4.1,"10,000+"
7869,4.3,"10,000+"
7870,3.8,"100,000+"
7871,4.5,"5,000+"
7872,5.0,"1,000+"
7875,3.9,"5,000+"
7876,3.8,"50,000+"
7877,4.6,"10,000+"
7879,4.6,"1,000+"
7880,4.7,"10,000+"
7881,5.0,"1,000+"
7883,4.5,"10,000+"
7885,4.3,100+
7886,3.5,"1,000,000+"
7887,3.3,100+
7889,4.8,"100,000+"
7890,3.9,"10,000+"
7892,4.5,"5,000+"
7894,3.4,"1,000+"
7895,5.0,"1,000+"
7896,5.0,50+
7899,4.8,100+
7900,3.6,"10,000+"
7902,4.3,"100,000+"
7903,4.0,"10,000+"
7904,4.5,"10,000+"
7905,4.6,"1,000+"
7906,4.7,"100,000+"
7907,3.8,"50,000+"
7908,3.4,"10,000+"
7909,4.7,"10,000+"
7910,4.0,"10,000+"
7911,4.6,"10,000+"
7912,2.0,"10,000+"
7913,4.3,"10,000+"
7914,2.0,"10,000+"
7915,3.6,"10,000+"
7916,4.7,"50,000+"
7917,3.5,"50,000+"
7918,4.0,"50,000+"
7919,3.5,"10,000+"
7920,4.3,"10,000+"
7921,4.1,"10,000+"
7922,4.6,"50,000+"
7923,3.8,"100,000+"
7924,4.3,"50,000+"
7925,3.8,"10,000+"
7926,1.0,"1,000+"
7927,3.8,"50,000+"
7928,3.3,"10,000+"
7929,4.8,"5,000+"
7930,3.0,100+
7931,4.0,"5,000,000+"
7932,3.6,"50,000+"
7933,3.8,"1,000,000+"
7934,4.3,"5,000,000+"
7935,3.9,"10,000,000+"
7936,4.2,"10,000,000+"
7937,4.6,"100,000,000+"
7938,4.0,"10,000,000+"
7939,4.5,"500,000+"
7940,4.6,"1,000,000+"
7941,4.6,"10,000+"
7942,4.5,"100,000+"
7943,3.7,"1,000,000+"
7944,4.4,"1,000,000+"
7945,4.6,"100,000+"
7946,3.9,"10,000+"
7947,4.4,"500,000+"
7948,4.5,"5,000+"
7949,4.5,"100,000+"
7950,4.3,"100,000+"
7951,3.7,"10,000+"
7952,3.9,"10,000+"
7953,3.9,"50,000+"
7954,4.3,"100,000+"
7955,4.1,"100,000+"
7956,4.1,"100,000+"
7957,4.4,"1,000+"
7958,4.4,"1,000,000+"
7959,4.2,"50,000+"
7960,4.5,"1,000,000+"
7961,4.6,"100,000+"
7962,4.4,"1,000+"
7963,4.4,"5,000+"
7964,4.4,"1,000,000+"
7965,3.8,"10,000+"
7966,2.6,"10,000+"
7967,4.2,"100,000+"
7968,4.4,"5,000+"
7969,4.2,"10,000+"
7970,4.0,"5,000+"
7971,4.2,"100,000+"
7972,4.0,"10,000+"
7973,4.4,"10,000+"
7974,4.5,"10,000+"
7975,3.2,"10,000+"
7976,4.3,"50,000+"
7977,3.4,"1,000+"
7978,2.3,"1,000+"
7979,4.4,"100,000+"
7980,4.3,"10,000+"
7982,4.3,"50,000+"
7983,3.6,"10,000+"
7984,4.6,"100,000+"
7985,4.2,"5,000+"
7986,4.0,"5,000+"
7987,4.4,"5,000,000+"
7988,4.5,"500,000+"
7989,3.2,"5,000+"
7990,1.7,"50,000+"
7991,2.2,"10,000+"
7992,3.8,"100,000+"
7993,4.8,100+
7995,4.4,"5,000,000+"
7996,4.5,"100,000+"
7997,4.8,100+
7998,4.6,"50,000+"
7999,3.7,"5,000+"
8000,4.4,100+
8001,3.5,"1,000,000+"
8002,3.8,500+
8003,3.8,100+
8004,4.3,100+
8006,4.6,"10,000+"
8008,4.5,100+
8010,3.7,"1,000,000+"
8012,4.8,"5,000+"
8013,4.3,"5,000+"
8014,5.0,100+
8015,3.9,"1,000,000+"
8016,3.0,100+
8018,5.0,10+
8020,4.4,"500,000+"
8021,4.6,"1,000+"
8022,3.9,"100,000+"
8023,3.3,"1,000+"
8024,4.1,"100,000+"
8025,3.0,"1,000+"
8026,4.2,"500,000+"
8027,4.2,"50,000+"
8028,4.2,"50,000+"
8029,4.0,"10,000,000+"
8030,4.0,"5,000+"
8031,3.2,"500,000+"
8032,4.6,"1,000+"
8033,3.2,"1,000,000+"
8034,4.1,"5,000,000+"
8035,3.3,"5,000,000+"
8036,4.4,"5,000+"
8037,4.0,"100,000+"
8038,4.2,"1,000+"
8039,4.1,"10,000+"
8040,4.3,"10,000+"
8041,3.3,"1,000,000+"
8042,4.7,"10,000+"
8043,4.4,"10,000+"
8044,3.1,"10,000+"
8045,3.1,"1,000+"
8046,3.3,"50,000+"
8047,3.9,500+
8048,3.4,"1,000+"
8049,3.9,"1,000+"
8050,4.4,"1,000+"
8051,3.9,500+
8052,3.7,"100,000+"
8053,4.5,500+
8054,4.7,"5,000+"
8056,4.6,"10,000+"
8058,5.0,"5,000+"
8059,3.0,100+
8061,3.9,"10,000+"
8063,5.0,50+
8064,3.9,500+
8071,3.8,"1,000+"
8073,3.6,"500,000+"
8074,3.9,"10,000+"
8075,3.8,"100,000+"
8077,4.8,"1,000+"
8082,4.4,"100,000,000+"
8083,4.5,"1,000,000+"
8084,4.0,"50,000+"
8085,4.7,"100,000+"
8086,4.8,100+
8087,4.7,"5,000+"
8088,4.7,"5,000,000+"
8089,4.5,500+
8090,4.0,"1,000+"
8092,3.2,"10,000+"
8095,4.7,"1,000+"
8096,4.5,100+
8098,4.5,"50,000+"
8099,4.9,"1,000+"
8100,4.2,"5,000+"
8101,5.0,100+
8102,5.0,100+
8104,5.0,100+
8107,4.2,"1,000,000+"
8108,4.7,500+
8111,4.5,"1,000,000+"
8115,4.5,"10,000,000+"
8116,4.5,"1,000,000+"
8117,3.8,"5,000+"
8118,4.5,"1,000,000+"
8120,4.3,"100,000+"
8121,3.9,"500,000+"
8122,3.9,"10,000+"
8123,4.2,"10,000+"
8124,4.5,"10,000+"
8125,4.1,"1,000,000+"
8126,4.4,"10,000,000+"
8127,4.1,"100,000+"
8128,4.6,"10,000+"
8129,3.3,"10,000+"
8130,4.5,"1,000+"
8131,2.2,"1,000,000+"
8132,4.4,"10,000+"
8133,3.9,"10,000+"
8134,4.5,"500,000+"
8135,2.8,"100,000+"
8136,3.3,"100,000+"
8138,4.5,"1,000,000+"
8141,3.1,"1,000+"
8142,3.2,"50,000+"
8143,4.4,"50,000+"
8144,4.1,"50,000+"
8146,5.0,10-
8149,3.8,"1,000+"
8152,4.3,"10,000+"
8153,4.6,"100,000+"
8156,3.7,"100,000+"
8157,4.9,100+
8158,4.3,"100,000+"
8159,5.0,10+
8162,2.9,"5,000+"
8163,4.4,500+
8164,4.4,"100,000+"
8166,4.6,"10,000+"
8167,4.5,"500,000+"
8168,4.0,"1,000,000+"
8170,3.5,"10,000+"
8171,4.8,"100,000+"
8172,4.8,"10,000,000+"
8173,3.5,"5,000,000+"
8174,4.7,"10,000,000+"
8175,4.6,"50,000,000+"
8176,4.4,"10,000+"
8177,4.3,"5,000,000+"
8178,4.7,"1,000,000+"
8179,4.4,"5,000,000+"
8180,4.0,"10,000,000+"
8181,3.5,"1,000,000+"
8182,4.6,"10,000,000+"
8183,3.9,"1,000,000+"
8184,3.5,"5,000,000+"
8185,4.6,"10,000,000+"
8186,4.2,"10,000,000+"
8187,4.4,"10,000,000+"
8188,4.6,"50,000+"
8189,4.0,"10,000,000+"
8190,4.2,"5,000,000+"
8191,3.8,"10,000+"
8192,4.1,"10,000,000+"
8193,4.3,"10,000,000+"
8194,4.4,"10,000,000+"
8195,4.5,"10,000,000+"
8196,4.1,"5,000,000+"
8197,4.2,"10,000,000+"
8198,4.0,"10,000,000+"
8199,3.6,"50,000+"
8200,3.3,"50,000+"
8201,4.7,"10,000,000+"
8202,4.6,"5,000,000+"
8203,4.5,"5,000+"
8204,3.9,"500,000+"
8205,4.3,"5,000+"
8207,3.9,"10,000+"
8208,4.3,"10,000+"
8211,3.1,500+
8212,4.4,50+
8213,3.7,"500,000+"
8214,4.6,"1,000+"
8215,4.6,"10,000+"
8216,2.7,500+
8219,4.1,500+
8220,4.2,"10,000+"
8221,1.9,"10,000+"
8222,4.6,"1,000+"
8224,4.2,"10,000+"
8226,4.4,"10,000+"
8227,4.2,"10,000+"
8228,3.9,"5,000+"
8229,2.4,"5,000+"
8230,5.0,100+
8231,3.9,"10,000+"
8233,3.7,"10,000+"
8234,5.0,100+
8235,4.0,"100,000+"
8236,3.0,10+
8237,4.1,"5,000+"
8238,4.8,"1,000+"
8239,4.5,"1,000+"
8240,3.5,"1,000+"
8244,4.5,"10,000+"
8245,4.5,"10,000,000+"
8246,4.2,"1,000,000+"
8247,4.3,"5,000,000+"
8248,4.4,"10,000,000+"
8249,4.4,"500,000+"
8250,4.3,"5,000,000+"
8251,4.2,"50,000+"
8252,4.5,"10,000+"
8253,4.3,"10,000,000+"
8254,4.3,"1,000,000+"
8255,4.2,"10,000+"
8256,4.9,"1,000+"
8257,4.1,"5,000,000+"
8258,1.4,"1,000+"
8259,4.0,"1,000,000+"
8260,5.0,"5,000+"
8261,4.3,"50,000,000+"
8263,4.2,"10,000,000+"
8264,4.3,500+
8265,3.8,"5,000+"
8266,4.1,"50,000+"
8267,4.2,"1,000+"
8268,4.3,"5,000,000+"
8269,4.1,"1,000+"
8270,4.3,"10,000+"
8271,3.6,"50,000+"
8272,4.3,"10,000,000+"
8273,4.6,"50,000,000+"
8274,4.4,"500,000+"
8275,5.0,100+
8276,4.4,"5,000+"
8277,4.5,"100,000+"
8279,4.7,"5,000+"
8281,5.0,500+
8284,3.4,"10,000+"
8285,3.1,"5,000+"
8286,4.5,"5,000+"
8287,5.0,10+
8288,4.3,"5,000+"
8289,4.4,"10,000,000+"
8290,4.3,"10,000,000+"
8291,4.2,"10,000,000+"
8292,4.0,"5,000,000+"
8293,4.5,"10,000,000+"
8294,4.0,"10,000,000+"
8295,4.1,"5,000,000+"
8296,3.8,"1,000,000+"
8297,4.3,"10,000,000+"
8298,4.6,"10,000,000+"
8299,4.1,"50,000,000+"
8300,4.3,"1,000,000+"
8301,4.3,"10,000,000+"
8302,4.2,"1,000,000+"
8303,4.3,"10,000,000+"
8304,4.4,"5,000,000+"
8305,4.4,"10,000,000+"
8306,3.9,"1,000,000+"
8307,4.3,"100,000,000+"
8308,4.5,"50,000,000+"
8309,4.3,"50,000,000+"
8310,3.5,"5,000,000+"
8311,4.2,"50,000,000+"
8312,4.1,"10,000,000+"
8313,4.1,"10,000,000+"
8314,4.7,"5,000,000+"
8315,4.5,"10,000,000+"
8316,3.3,"10,000,000+"
8317,4.2,"100,000+"
8320,4.2,"10,000,000+"
8321,4.6,"10,000+"
8323,4.3,"1,000+"
8324,4.3,"10,000+"
8325,4.0,100+
8326,4.7,"50,000+"
8327,5.0,"1,000+"
8335,5.0,10+
8336,4.9,100+
8343,4.3,"500,000+"
8347,4.0,"10,000,000+"
8350,4.5,100+
8352,4.1,"500,000+"
8353,4.3,"1,000+"
8357,4.5,"5,000,000+"
8360,3.9,"5,000,000+"
8361,3.7,"100,000+"
8362,4.2,"10,000+"
8363,3.6,"10,000+"
8364,3.6,50+
8365,2.1,"1,000+"
8366,4.7,"1,000,000+"
8367,3.2,"10,000+"
8368,3.0,"1,000+"
8369,4.3,"1,000+"
8370,3.0,"1,000+"
8371,4.3,100+
8372,3.9,"10,000,000+"
8373,3.3,500+
8374,4.3,"10,000+"
8375,4.0,"10,000+"
8376,3.7,10+
8377,2.8,"1,000+"
8378,4.4,"1,000,000+"
8379,5.0,500+
8380,3.9,"10,000+"
8381,4.2,"1,000+"
8382,4.8,100+
8383,4.0,"500,000+"
8385,3.0,100+
8386,4.5,100+
8387,2.6,"10,000+"
8388,5.0,100+
8391,5.0,10+
8392,4.1,"10,000+"
8394,4.5,"10,000+"
8395,5.0,100+
8396,4.7,"10,000,000+"
8397,4.5,"5,000,000+"
8398,4.4,"10,000,000+"
8399,4.4,"50,000,000+"
8400,4.3,"5,000,000+"
8401,4.2,"100,000+"
8402,3.0,"1,000+"
8403,4.1,"5,000,000+"
8404,4.2,"10,000,000+"
8405,4.2,"1,000,000+"
8406,4.0,"1,000,000+"
8407,4.3,"10,000,000+"
8408,4.1,"100,000+"
8409,3.6,"10,000+"
8410,4.3,"50,000+"
8411,5.0,100+
8412,4.2,"1,000,000+"
8413,3.9,"500,000+"
8415,4.1,"1,000,000+"
8416,3.8,"10,000+"
8417,5.0,"1,000+"
8418,3.7,"5,000,000+"
8419,4.3,"100,000+"
8420,4.2,"500,000+"
8421,4.3,"10,000,000+"
8422,2.5,"10,000+"
8423,4.3,"5,000,000+"
8424,4.4,"1,000,000+"
8426,4.3,"1,000,000+"
8427,4.2,"100,000+"
8428,4.6,"10,000,000+"
8429,4.0,"100,000+"
8430,2.9,"100,000+"
8432,4.5,"10,000,000+"
8433,4.7,"10,000,000+"
8434,3.8,"1,000+"
8436,4.7,"10,000,000+"
8437,3.9,"1,000,000+"
8438,4.5,"1,000,000+"
8439,4.7,"100,000,000+"
8440,4.5,"10,000,000+"
8441,4.2,"50,000,000+"
8442,4.3,"10,000,000+"
8443,4.4,"10,000,000+"
8444,4.8,"500,000+"
8445,4.2,"100,000,000+"
8446,4.1,"10,000,000+"
8447,4.5,"100,000+"
8448,4.5,"5,000,000+"
8449,4.6,"500,000+"
8450,4.4,"10,000,000+"
8451,4.1,"10,000,000+"
8452,4.3,"100,000,000+"
8453,4.7,"1,000,000+"
8454,4.4,"50,000,000+"
8455,4.2,"10,000,000+"
8456,4.3,"50,000,000+"
8457,4.5,"10,000,000+"
8458,4.3,"100,000,000+"
8459,4.8,"10,000,000+"
8460,4.5,"10,000,000+"
8461,4.6,"5,000,000+"
8462,4.7,"10,000,000+"
8463,4.4,"10,000,000+"
8464,4.1,"1,000,000+"
8465,4.3,"100,000+"
8466,4.2,"100,000+"
8467,4.2,"100,000+"
8468,3.6,"1,000,000+"
8469,2.8,"1,000+"
8470,3.9,"1,000+"
8471,3.8,"1,000+"
8472,4.4,"50,000+"
8473,3.7,"1,000+"
8474,2.7,"5,000+"
8475,3.8,"10,000+"
8476,3.2,"10,000+"
8477,3.9,"100,000+"
8478,2.3,"1,000+"
8479,4.1,"10,000+"
8480,4.3,"50,000+"
8481,3.1,"10,000+"
8482,4.6,"1,000+"
8483,4.1,"100,000+"
8484,4.4,500+
8485,3.2,"1,000,000+"
8486,4.5,"50,000+"
8487,3.7,"100,000+"
8491,4.4,"50,000+"
8492,4.5,"10,000+"
8493,5.0,100+
8494,4.8,10+
8496,4.6,"10,000+"
8497,4.0,10+
8498,4.1,"1,000,000+"
8500,4.1,"10,000+"
8503,4.8,500+
8507,4.3,100+
8508,2.8,"100,000+"
8511,4.7,"50,000+"
8512,4.5,"10,000,000+"
8513,4.2,"5,000,000+"
8514,4.3,"50,000,000+"
8515,3.8,"10,000,000+"
8516,3.8,"100,000+"
8517,4.2,"1,000,000+"
8518,3.8,"10,000,000+"
8519,4.0,"1,000,000+"
8520,4.0,"1,000,000+"
8521,4.6,"1,000+"
8522,4.0,"5,000,000+"
8523,4.3,"10,000+"
8524,4.3,"5,000+"
8525,3.9,"5,000,000+"
8526,5.0,10+
8527,4.0,"100,000+"
8528,4.1,"10,000,000+"
8529,3.9,"5,000,000+"
8530,4.2,"10,000+"
8531,4.3,"1,000,000+"
8532,4.5,"1,000,000+"
8533,4.4,"1,000,000+"
8534,4.1,"50,000+"
8535,4.2,"10,000,000+"
8536,4.5,"10,000+"
8537,4.6,"10,000,000+"
8538,4.1,"1,000,000+"
8539,3.9,"100,000+"
8540,4.7,"1,000,000+"
8541,3.9,"1,000,000+"
8542,4.3,"1,000,000+"
8543,2.9,"10,000+"
8544,4.4,"10,000+"
8545,3.7,"5,000+"
8546,4.4,"5,000+"
8547,4.1,"100,000+"
8549,2.8,"1,000+"
8550,4.9,"1,000+"
8551,3.4,"1,000+"
8552,2.8,"5,000+"
8553,2.5,"10,000+"
8554,4.7,"1,000+"
8555,3.1,"1,000+"
8557,3.2,"1,000+"
8558,4.3,"5,000+"
8559,3.9,"1,000+"
8560,3.6,"1,000+"
8561,3.2,100+
8563,3.5,"1,000+"
8564,3.3,"5,000+"
8569,2.4,"5,000+"
8570,4.4,"500,000+"
8571,2.8,50+
8572,5.0,500+
8574,4.4,"5,000+"
8582,5.0,100+
8584,3.3,"10,000+"
8585,2.9,"10,000+"
8586,4.1,"1,000+"
8587,4.6,100+
8589,2.2,"50,000+"
8590,4.3,"10,000+"
8591,5.0,10+
8592,2.5,"100,000+"
8594,3.0,"5,000+"
8595,3.7,"100,000+"
8596,5.0,10+
8601,5.0,100+
8604,4.1,"5,000+"
8608,4.1,"50,000+"
8609,2.6,"100,000+"
8610,4.6,"100,000+"
8611,4.5,"1,000,000+"
8613,4.5,"1,000,000+"
8615,3.3,"100,000+"
8617,4.4,"500,000+"
8618,4.7,"50,000+"
8619,4.7,"50,000+"
8620,4.0,"1,000,000+"
8621,4.5,"50,000+"
8622,4.3,"50,000+"
8623,4.6,"10,000+"
8624,4.7,"5,000,000+"
8625,4.4,"5,000,000+"
8626,4.0,"1,000,000+"
8627,4.2,"1,000,000+"
8628,4.3,"100,000,000+"
8629,4.1,"1,000,000+"
8630,4.5,"10,000,000+"
8631,4.3,"10,000,000+"
8632,4.3,"10,000,000+"
8633,4.7,"5,000,000+"
8634,4.1,"1,000,000+"
8635,4.3,"10,000,000+"
8636,4.4,"100,000,000+"
8637,3.1,"100,000+"
8638,4.0,"5,000,000+"
8639,4.5,"50,000,000+"
8640,4.5,"10,000,000+"
8641,4.4,"1,000,000+"
8642,4.2,"1,000,000+"
8643,4.6,"10,000,000+"
8644,4.4,"1,000,000+"
8645,4.6,"100,000+"
8646,4.0,"10,000,000+"
8647,4.6,"500,000+"
8648,4.3,"1,000,000+"
8649,4.3,"100,000+"
8650,3.9,"1,000,000+"
8651,4.5,"1,000,000+"
8652,4.7,"500,000+"
8653,4.3,"100,000+"
8654,4.6,"1,000,000+"
8655,4.6,"1,000,000+"
8656,4.2,"500,000+"
8657,4.3,"100,000+"
8658,4.6,"100,000,000+"
8659,4.2,"1,000,000+"
8660,4.1,"100,000+"
8661,4.6,"100,000+"
8662,4.4,"50,000+"
8663,3.7,"1,000,000+"
8664,4.4,"100,000+"
8665,3.9,"100,000+"
8666,4.3,"1,000,000+"
8667,4.3,"10,000,000+"
8668,4.3,"1,000,000+"
8669,4.5,"100,000+"
8670,4.5,"10,000,000+"
8671,4.5,"500,000+"
8672,4.5,"10,000+"
8673,4.7,"100,000+"
8674,4.3,"500,000+"
8675,4.4,"1,000,000+"
8676,4.5,"100,000+"
8677,4.3,"5,000+"
8678,4.3,"500,000+"
8679,4.2,"50,000+"
8680,4.2,"100,000+"
8681,4.3,"100,000+"
8682,4.2,"10,000+"
8683,4.7,"500,000+"
8684,4.1,"100,000+"
8685,4.3,"5,000+"
8686,4.1,"100,000+"
8687,3.8,"100,000+"
8688,4.5,"1,000+"
8689,4.1,"1,000,000+"
8691,4.3,"5,000+"
8692,4.5,"1,000+"
8693,4.1,"10,000+"
8694,4.4,"10,000+"
8695,4.3,"100,000+"
8696,4.4,"100,000+"
8697,4.3,"50,000+"
8699,4.1,"5,000+"
8700,4.6,"100,000+"
8701,4.7,"10,000+"
8702,4.2,"10,000+"
8703,3.7,"10,000+"
8704,4.7,"5,000+"
8705,4.4,"5,000+"
8706,4.7,"1,000+"
8707,4.2,"10,000+"
8708,4.6,"500,000+"
8709,4.5,"5,000+"
8710,4.8,"1,000+"
8711,3.7,"5,000+"
8712,4.3,"10,000+"
8713,4.2,"50,000+"
8714,3.6,"100,000+"
8715,4.1,"100,000+"
8716,2.3,"10,000+"
8717,4.3,"500,000+"
8718,4.6,100+
8719,4.5,"50,000+"
8720,4.0,"1,000+"
8721,4.2,"10,000+"
8722,4.6,"10,000+"
8723,4.2,"100,000+"
8724,4.5,"10,000+"
8725,4.3,"1,000,000+"
8726,4.4,"100,000+"
8727,3.6,"10,000,000+"
8728,4.0,500+
8730,2.8,"100,000+"
8731,3.8,"1,000,000+"
8732,4.1,"1,000,000+"
8733,3.8,"100,000+"
8734,3.4,"10,000+"
8735,4.5,"500,000+"
8736,4.3,"100,000+"
8737,3.1,"100,000+"
8738,4.6,"100,000+"
8739,3.3,"100,000+"
8740,3.9,"100,000+"
8741,4.2,"10,000,000+"
8742,4.9,"10,000+"
8743,3.9,"100,000+"
8744,3.4,"1,000,000+"
8745,3.7,"1,000,000+"
8746,4.2,"1,000,000+"
8747,3.8,"1,000,000+"
8748,4.6,"1,000,000+"
8749,4.4,"1,000,000+"
8750,4.0,"1,000+"
8751,4.2,"1,000,000+"
8753,4.2,"100,000+"
8754,4.5,"10,000,000+"
8755,4.6,"1,000+"
8756,4.4,"50,000,000+"
8757,4.6,"10,000,000+"
8758,4.5,"100,000,000+"
8759,3.7,"5,000,000+"
8760,4.1,"100,000+"
8761,4.2,"500,000+"
8762,4.0,"1,000,000+"
8763,4.5,"1,000,000+"
8764,4.6,"1,000,000+"
8765,4.5,"1,000,000+"
8766,4.4,"10,000,000+"
8767,3.3,"500,000+"
8768,4.2,"1,000,000+"
8769,4.2,"10,000,000+"
8770,4.0,"1,000,000+"
8771,4.0,"10,000+"
8772,4.0,"500,000+"
8773,3.5,"500,000+"
8774,4.5,"10,000,000+"
8775,3.9,"1,000,000+"
8776,3.9,"5,000,000+"
8777,4.1,"10,000+"
8778,4.4,500+
8779,4.2,"50,000+"
8780,4.4,"100,000+"
8781,4.3,"100,000+"
8782,4.1,"1,000,000+"
8783,4.0,"1,000,000+"
8784,4.3,"10,000+"
8785,4.4,"50,000+"
8786,4.5,"100,000+"
8787,4.6,100+
8788,3.7,"1,000,000+"
8789,3.8,"100,000+"
8790,3.4,"10,000+"
8791,4.3,"10,000+"
8792,3.8,"1,000+"
8793,4.7,"10,000+"
8794,4.4,"10,000,000+"
8795,4.4,"50,000+"
8796,4.1,"1,000,000+"
8797,4.4,"1,000,000+"
8798,4.0,"1,000+"
8799,3.9,"500,000+"
8800,4.3,"100,000+"
8801,4.2,"50,000+"
8802,3.3,"1,000,000+"
8803,4.0,"5,000+"
8804,4.6,"1,000,000+"
8805,4.1,"1,000,000+"
8806,4.1,"1,000,000+"
8807,3.4,"10,000,000+"
8808,3.4,"500,000+"
8809,4.1,"1,000,000+"
8810,4.0,"500,000+"
8811,3.4,"5,000,000+"
8812,3.2,"500,000+"
8813,3.8,"1,000,000+"
8814,3.8,"1,000,000+"
8815,3.9,"100,000+"
8816,3.6,"500,000+"
8817,3.8,"50,000+"
8818,3.9,"50,000+"
8819,3.2,"100,000+"
8820,1.0,500+
8821,4.6,"1,000+"
8823,3.6,100+
8824,4.9,100+
8826,2.6,500+
8827,3.9,"100,000+"
8829,3.5,"1,000+"
8830,3.2,"100,000+"
8832,3.3,"1,000+"
8835,3.8,"1,000,000+"
8836,3.9,"1,000,000+"
8837,4.6,"10,000,000+"
8838,1.8,"1,000+"
8840,4.3,500+
8841,3.9,"10,000+"
8843,4.8,100+
8844,3.7,"100,000+"
8845,4.0,10+
8846,4.1,"1,000,000+"
8847,4.6,"5,000,000+"
8848,4.0,"10,000+"
8850,4.8,"1,000+"
8852,4.0,500+
8853,3.5,50+
8855,3.0,500+
8856,4.6,"10,000+"
8857,1.6,"1,000+"
8858,3.8,"5,000+"
8859,1.7,500+
8860,4.6,"1,000,000+"
8861,5.0,500+
8862,4.6,"1,000+"
8863,4.4,"1,000,000+"
8864,4.5,"10,000,000+"
8865,3.8,"1,000+"
8866,4.0,100+
8867,4.1,"1,000+"
8869,5.0,10+
8874,5.0,100+
8875,1.0,50+
8878,4.4,"10,000,000+"
8879,4.7,"100,000+"
8880,4.6,"5,000,000+"
8881,2.4,"1,000+"
8883,4.5,"1,000+"
8886,4.4,"10,000,000+"
8887,4.3,"1,000+"
8888,5.0,100+
8889,4.1,"100,000+"
8890,3.8,"10,000+"
8891,3.9,"50,000+"
8892,3.1,"10,000+"
8893,4.7,"500,000+"
8894,4.5,"100,000,000+"
8895,3.5,"1,000,000+"
8896,4.5,"100,000,000+"
8897,4.6,"10,000,000+"
8898,4.5,"10,000,000+"
8899,4.5,"1,000,000+"
8900,4.4,"100,000+"
8901,4.3,"10,000,000+"
8902,4.4,"1,000,000+"
8903,4.2,"1,000,000+"
8904,4.6,"5,000,000+"
8905,4.5,"100,000+"
8906,3.8,"50,000+"
8907,4.3,"500,000+"
8908,4.6,"500,000+"
8909,4.3,"5,000,000+"
8910,3.6,"1,000,000+"
8911,4.2,"50,000+"
8912,4.7,"100,000+"
8913,4.3,"50,000+"
8914,4.7,"100,000+"
8915,4.8,"100,000+"
8916,3.1,"50,000+"
8917,4.5,"100,000+"
8918,4.4,"50,000+"
8919,4.5,"50,000+"
8920,4.5,"50,000+"
8922,4.7,"5,000,000+"
8923,4.1,"100,000+"
8924,4.4,"50,000+"
8925,4.3,"10,000,000+"
8926,4.6,"10,000,000+"
8927,3.4,"5,000+"
8929,4.7,"10,000,000+"
8930,3.6,"1,000,000+"
8931,3.7,"50,000+"
8932,2.1,"10,000+"
8933,2.0,"1,000+"
8934,3.5,"5,000+"
8935,4.3,"10,000+"
8936,2.4,"10,000+"
8937,4.5,"10,000+"
8938,2.8,"1,000+"
8940,4.5,"10,000+"
8942,2.8,"1,000+"
8943,3.9,"50,000+"
8944,3.2,"10,000+"
8945,3.1,"1,000,000+"
8946,2.4,"100,000+"
8947,4.6,100+
8948,2.9,"5,000+"
8949,4.0,"50,000+"
8950,3.7,"10,000+"
8951,2.3,100+
8952,2.9,"50,000+"
8953,4.6,"10,000+"
8954,4.3,"1,000+"
8955,5.0,100+
8956,4.2,"100,000+"
8957,4.6,"1,000+"
8958,4.5,"1,000+"
